;; ;;Palgainfo;;;Ettevõtete arv;;;;Töötajatega ettevõtete arv  ;;;Käibemaksuinfo;;;;Tööjõumaksud;
KUU;MAAKOND;KOHALIK OMAVALITSUS;TEGEVUSALA;Keskmine palk sellel tegevusalal omavalitsuse territooriumil tegutsevates ettevõtetes (eurodes);Keskmine palk Eestis (eurodes);Keskmine palk sellel tegevusalal (eurodes);Juriidiliste isikute arv omavalitsuses;Tegutsevate ettevõtete arv omavalitsuses;Tegutsevate ettevõtete arv Eestis;Tegutsevate ettevõtete arv sellel tegevusalal  ;Töötajatega ettevõtete arv omavalitsuses;Töötajatega ettevõtete arv Eestis;Töötajatega ettevõtete arv sellel tegevusalal Eestis;Deklaratsiooni KMD esitavate juriidiliste isikute arv omavalitsuses;Käive kokku (eurodes);Eksport  (eurodes);Tasumisele kuuluv käibemaks (eurodes);Omavalitsuse tööandjate deklaratsioonis TSD märgitud töötajate arv;Omavalitsuse tööandjate  deklareeritud tööjõumaksud (eurodes)
4;Tartu maakond;KASTRE VALD;KINNISVARAALANE TEGEVUS;1084;2103;1583;65;22;96187;7045;10;61548;2942;21;296544;168703;-53653;13;4405
4;Tartu maakond;KASTRE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1672;2103;2455;79;21;96187;14547;16;61548;8075;18;89347;0;7600;21;9725
4;Tartu maakond;KASTRE VALD;HALDUS- JA ABITEGEVUSED;1840;2103;1852;58;15;96187;5330;9;61548;3297;20;93820;0;4462;25;15692
4;Tartu maakond;KASTRE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1770;2103;2178;2;;96187;;;61548;;0;0;0;0;299;238565
4;Tartu maakond;KASTRE VALD;HARIDUS;1954;2103;2294;30;6;96187;1451;3;61548;994;4;13446;0;1945;221;212533
4;Tartu maakond;KASTRE VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1444;2103;2657;19;4;96187;1750;4;61548;1640;0;0;0;0;62;40193
4;Tartu maakond;KASTRE VALD;KUNST, MEELELAHUTUS JA VABA AEG;3156;2103;1688;63;4;96187;2437;1;61548;1400;3;15431;0;2105;5;2785
4;Tartu maakond;KASTRE VALD;MUUD TEENINDAVAD TEGEVUSED;1124;2103;1454;79;17;96187;4523;12;61548;3748;9;18445;0;2372;15;4222
4;Tartu maakond;KASTRE VALD;Tegevusala määramata;;2103;1597;1;;96187;11;;61548;9;0;0;0;0;;
4;Tartu maakond;LUUNJA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1400;2103;1574;66;25;96187;4009;19;61548;2746;34;2818517;0;293392;265;183685
4;Tartu maakond;LUUNJA VALD;TÖÖTLEV TÖÖSTUS;1386;2103;1878;35;18;96187;7267;9;61548;5637;19;995180;1;-118630;76;48706
4;Tartu maakond;LUUNJA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;833;2103;4194;15;4;96187;675;1;61548;175;4;4592;0;-752;1;125
4;Tartu maakond;LUUNJA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;2103;1835;2;;96187;264;;61548;211;0;0;0;0;;
4;Tartu maakond;LUUNJA VALD;EHITUS;1495;2103;1782;136;72;96187;12038;56;61548;8986;79;2185309;0;172152;217;156245
4;Tartu maakond;LUUNJA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;2158;2103;1762;133;63;96187;16741;43;61548;10886;75;9782555;35380;774661;157;167720
4;Tartu maakond;LUUNJA VALD;VEONDUS JA LAONDUS;1204;2103;1985;48;24;96187;5418;23;61548;4017;26;597493;0;27753;74;35281
4;Tartu maakond;LUUNJA VALD;MAJUTUS JA TOITLUSTUS;662;2103;1315;22;11;96187;3261;7;61548;2426;11;39537;0;2395;10;2703
4;Tartu maakond;LUUNJA VALD;INFO JA SIDE;1730;2103;3609;69;28;96187;8194;13;61548;3524;33;133372;0;717;20;12748
4;Tartu maakond;LUUNJA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1353;2103;3416;24;4;96187;1090;3;61548;735;2;8990;0;-90;3;1165
4;Tartu maakond;LUUNJA VALD;KINNISVARAALANE TEGEVUS;1280;2103;1583;92;33;96187;7045;10;61548;2942;38;390915;0;736;20;9416
4;Tartu maakond;LUUNJA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1405;2103;2455;121;37;96187;14547;22;61548;8075;39;386370;0;55296;29;12986
4;Tartu maakond;LUUNJA VALD;HALDUS- JA ABITEGEVUSED;980;2103;1852;63;17;96187;5330;13;61548;3297;19;180309;0;16496;63;24784
4;Tartu maakond;LUUNJA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1786;2103;2178;2;;96187;;;61548;;1;0;0;0;210;188808
4;Tartu maakond;LUUNJA VALD;HARIDUS;1447;2103;2294;47;5;96187;1451;5;61548;994;4;83610;0;10312;21;13093
4;Tartu maakond;LUUNJA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2685;2103;2657;21;9;96187;1750;8;61548;1640;2;128526;0;599;41;27144
4;Tartu maakond;LUUNJA VALD;KUNST, MEELELAHUTUS JA VABA AEG;801;2103;1688;52;6;96187;2437;3;61548;1400;6;25023;0;1941;3;602
4;Tartu maakond;LUUNJA VALD;MUUD TEENINDAVAD TEGEVUSED;925;2103;1454;81;21;96187;4523;17;61548;3748;11;82366;0;13399;21;4634
4;Tartu maakond;LUUNJA VALD;Tegevusala määramata;;2103;1597;1;;96187;11;;61548;9;0;0;0;0;;
4;Tartu maakond;NÕO VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1731;2103;1574;56;24;96187;4009;18;61548;2746;25;2277994;0;91095;67;52697
4;Tartu maakond;NÕO VALD;MÄETÖÖSTUS;;2103;2238;1;;96187;136;;61548;100;0;0;0;0;;
4;Tartu maakond;NÕO VALD;TÖÖTLEV TÖÖSTUS;1640;2103;1878;51;27;96187;7267;19;61548;5637;27;5386366;78716;413744;293;244572
4;Tartu maakond;NÕO VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;700;2103;4194;11;9;96187;675;1;61548;175;9;15037;0;2353;2;213
4;Tartu maakond;NÕO VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;2103;1835;2;;96187;264;;61548;211;0;0;0;0;;
4;Tartu maakond;NÕO VALD;EHITUS;1426;2103;1782;84;43;96187;12038;26;61548;8986;54;976147;0;-11933;91;63529
4;Tartu maakond;NÕO VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1675;2103;1762;74;36;96187;16741;18;61548;10886;39;1581382;0;114620;45;38382
4;Tartu maakond;NÕO VALD;VEONDUS JA LAONDUS;1213;2103;1985;25;11;96187;5418;9;61548;4017;13;124687;0;7708;28;14255
4;Tartu maakond;NÕO VALD;MAJUTUS JA TOITLUSTUS;955;2103;1315;16;5;96187;3261;4;61548;2426;7;99130;0;3156;26;8799
4;Tartu maakond;NÕO VALD;INFO JA SIDE;1546;2103;3609;31;5;96187;8194;3;61548;3524;8;35798;0;5223;4;3299
4;Tartu maakond;NÕO VALD;KINNISVARAALANE TEGEVUS;1492;2103;1583;43;10;96187;7045;2;61548;2942;13;177530;0;4062;18;12121
4;Tartu maakond;NÕO VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1467;2103;2455;70;29;96187;14547;15;61548;8075;31;95770;0;6476;17;7049
4;Tartu maakond;NÕO VALD;HALDUS- JA ABITEGEVUSED;1658;2103;1852;36;12;96187;5330;10;61548;3297;14;563360;0;79673;103;85435
4;Tartu maakond;NÕO VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1651;2103;2178;2;;96187;;;61548;;0;0;0;0;241;169706
4;Tartu maakond;NÕO VALD;HARIDUS;2688;2103;2294;32;5;96187;1451;4;61548;994;5;38019;0;6517;53;44691
4;Tartu maakond;NÕO VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1510;2103;2657;20;7;96187;1750;7;61548;1640;0;0;0;0;30;18414
4;Tartu maakond;NÕO VALD;KUNST, MEELELAHUTUS JA VABA AEG;872;2103;1688;62;10;96187;2437;6;61548;1400;8;71897;0;4041;8;1760
4;Tartu maakond;NÕO VALD;MUUD TEENINDAVAD TEGEVUSED;962;2103;1454;45;11;96187;4523;10;61548;3748;3;3824;0;-301;15;3929
4;Tartu maakond;PEIPSIÄÄRE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1247;2103;1574;126;58;96187;4009;42;61548;2746;74;933767;532;-34943;114;64016
4;Tartu maakond;PEIPSIÄÄRE VALD;TÖÖTLEV TÖÖSTUS;1559;2103;1878;57;30;96187;7267;25;61548;5637;33;4955417;365737;54680;215;166273
4;Tartu maakond;PEIPSIÄÄRE VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1820;2103;4194;3;2;96187;675;1;61548;175;2;8715;0;883;2;1541
4;Tartu maakond;PEIPSIÄÄRE VALD;EHITUS;966;2103;1782;57;24;96187;12038;19;61548;8986;26;97024;0;4764;39;13390
4;Tartu maakond;PEIPSIÄÄRE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1131;2103;1762;87;38;96187;16741;22;61548;10886;48;354404;0;25353;56;18960
4;Tartu maakond;PEIPSIÄÄRE VALD;VEONDUS JA LAONDUS;905;2103;1985;29;12;96187;5418;8;61548;4017;15;148030;0;7386;20;7484
4;Tartu maakond;PEIPSIÄÄRE VALD;MAJUTUS JA TOITLUSTUS;811;2103;1315;40;17;96187;3261;9;61548;2426;18;38025;0;-848;22;5713
4;Tartu maakond;PEIPSIÄÄRE VALD;INFO JA SIDE;4302;2103;3609;9;4;96187;8194;3;61548;3524;5;13022;0;2138;3;2750
4;Tartu maakond;PEIPSIÄÄRE VALD;KINNISVARAALANE TEGEVUS;2044;2103;1583;28;8;96187;7045;4;61548;2942;10;36427;0;-1676;6;4513
4;Tartu maakond;PEIPSIÄÄRE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1284;2103;2455;54;32;96187;14547;17;61548;8075;26;160918;0;18107;20;7127
4;Tartu maakond;PEIPSIÄÄRE VALD;HALDUS- JA ABITEGEVUSED;1686;2103;1852;40;13;96187;5330;7;61548;3297;13;73353;0;1536;9;6909
4;Tartu maakond;PEIPSIÄÄRE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1497;2103;2178;2;;96187;;;61548;;0;0;0;0;276;196959
4;Tartu maakond;PEIPSIÄÄRE VALD;HARIDUS;;2103;2294;18;;96187;1451;;61548;994;0;0;0;0;;
4;Tartu maakond;PEIPSIÄÄRE VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1954;2103;2657;12;8;96187;1750;8;61548;1640;0;0;0;0;69;56837
4;Tartu maakond;PEIPSIÄÄRE VALD;KUNST, MEELELAHUTUS JA VABA AEG;1148;2103;1688;48;4;96187;2437;2;61548;1400;6;7661;0;507;16;6047
4;Tartu maakond;PEIPSIÄÄRE VALD;MUUD TEENINDAVAD TEGEVUSED;1122;2103;1454;76;8;96187;4523;4;61548;3748;12;246779;0;7691;19;8229
4;Tartu maakond;PEIPSIÄÄRE VALD;Tegevusala määramata;;2103;1597;4;;96187;11;;61548;9;0;0;0;0;;
4;Tartu maakond;TARTU LINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;2092;2103;1574;818;181;96187;4009;107;61548;2746;276;11101382;0;286132;534;561452
4;Tartu maakond;TARTU LINN;MÄETÖÖSTUS;1460;2103;2238;17;7;96187;136;5;61548;100;8;273412;0;30022;18;11783
4;Tartu maakond;TARTU LINN;TÖÖTLEV TÖÖSTUS;1786;2103;1878;851;437;96187;7267;346;61548;5637;496;77615741;6170395;-274259;5157;4636720
4;Tartu maakond;TARTU LINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;2969;2103;4194;92;23;96187;675;8;61548;175;30;5581594;0;196829;79;129483
4;Tartu maakond;TARTU LINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2193;2103;1835;36;18;96187;264;15;61548;211;19;15211713;1902938;73472;274;304235
4;Tartu maakond;TARTU LINN;EHITUS;1833;2103;1782;1931;899;96187;12038;697;61548;8986;1096;66110038;746;1871895;3312;2960418
4;Tartu maakond;TARTU LINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1683;2103;1762;2519;1184;96187;16741;828;61548;10886;1442;175253746;4870365;15431075;5514;4380364
4;Tartu maakond;TARTU LINN;VEONDUS JA LAONDUS;1460;2103;1985;622;279;96187;5418;223;61548;4017;298;17648598;341180;62581;1785;1165640
4;Tartu maakond;TARTU LINN;MAJUTUS JA TOITLUSTUS;1286;2103;1315;508;250;96187;3261;211;61548;2426;290;9582840;181;591100;1933;981104
4;Tartu maakond;TARTU LINN;INFO JA SIDE;4080;2103;3609;1405;446;96187;8194;272;61548;3524;572;25215031;8601;905305;2639;5659259
4;Tartu maakond;TARTU LINN;FINANTS- JA KINDLUSTUSTEGEVUS;3449;2103;3416;596;47;96187;1090;33;61548;735;47;11836636;0;662470;366;671353
4;Tartu maakond;TARTU LINN;KINNISVARAALANE TEGEVUS;1831;2103;1583;2368;676;96187;7045;307;61548;2942;861;31001572;24000;2205406;860;640709
4;Tartu maakond;TARTU LINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2446;2103;2455;3080;969;96187;14547;670;61548;8075;1036;25660939;70560;2963731;2530;2860003
4;Tartu maakond;TARTU LINN;HALDUS- JA ABITEGEVUSED;1640;2103;1852;960;285;96187;5330;172;61548;3297;341;8097798;0;475363;780;533388
4;Tartu maakond;TARTU LINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1988;2103;2178;12;;96187;;;61548;;8;631561;0;-165490;4613;4643752
4;Tartu maakond;TARTU LINN;HARIDUS;2562;2103;2294;814;137;96187;1451;107;61548;994;116;4230686;-125;104414;6929;7596116
4;Tartu maakond;TARTU LINN;TERVISHOID JA SOTSIAALHOOLEKANNE;3226;2103;2657;577;207;96187;1750;196;61548;1640;63;34061647;0;234834;6880;9031917
4;Tartu maakond;TARTU LINN;KUNST, MEELELAHUTUS JA VABA AEG;1741;2103;1688;1436;176;96187;2437;97;61548;1400;230;2155746;31081;115092;986;733109
4;Tartu maakond;TARTU LINN;MUUD TEENINDAVAD TEGEVUSED;1523;2103;1454;1636;373;96187;4523;337;61548;3748;190;3230847;0;354842;1112;632158
4;Tartu maakond;TARTU LINN;Tegevusala määramata;1678;2103;1597;29;;96187;11;;61548;9;4;192031;0;-2713;370;302786
4;Tartu maakond;TARTU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1740;2103;1574;162;67;96187;4009;48;61548;2746;102;1660650;0;-172236;182;158481
4;Tartu maakond;TARTU VALD;MÄETÖÖSTUS;1856;2103;2238;4;2;96187;136;2;61548;100;3;354510;0;15137;13;12184
4;Tartu maakond;TARTU VALD;TÖÖTLEV TÖÖSTUS;2157;2103;1878;218;114;96187;7267;86;61548;5637;130;41685355;6546606;339054;2196;2480896
4;Tartu maakond;TARTU VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1637;2103;4194;7;5;96187;675;2;61548;175;5;206088;0;25147;3;2605
4;Tartu maakond;TARTU VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1216;2103;1835;10;2;96187;264;2;61548;211;2;63098;0;9865;13;6457
4;Tartu maakond;TARTU VALD;EHITUS;1308;2103;1782;332;173;96187;12038;131;61548;8986;203;3196669;0;85940;351;202004
4;Tartu maakond;TARTU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1620;2103;1762;279;139;96187;16741;93;61548;10886;154;25291308;1527485;3485619;643;486554
4;Tartu maakond;TARTU VALD;VEONDUS JA LAONDUS;1077;2103;1985;100;57;96187;5418;49;61548;4017;52;1172708;0;44429;173;77126
4;Tartu maakond;TARTU VALD;MAJUTUS JA TOITLUSTUS;1070;2103;1315;48;16;96187;3261;12;61548;2426;17;138546;0;7803;36;13671
4;Tartu maakond;TARTU VALD;INFO JA SIDE;2113;2103;3609;124;41;96187;8194;18;61548;3524;52;800321;0;-75821;45;45939
4;Tartu maakond;TARTU VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1186;2103;3416;61;3;96187;1090;2;61548;735;6;8064;0;-2114;2;499
4;Tartu maakond;TARTU VALD;KINNISVARAALANE TEGEVUS;1100;2103;1583;228;63;96187;7045;24;61548;2942;81;784319;0;13606;40;15939
4;Tartu maakond;TARTU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1650;2103;2455;279;93;96187;14547;60;61548;8075;97;488040;0;32090;83;41890
4;Tartu maakond;TARTU VALD;HALDUS- JA ABITEGEVUSED;1568;2103;1852;125;41;96187;5330;25;61548;3297;53;425896;0;-2269;62;40257
4;Tartu maakond;TARTU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1856;2103;2178;3;;96187;;;61548;;0;0;0;0;614;522864
4;Tartu maakond;TARTU VALD;HARIDUS;1094;2103;2294;88;5;96187;1451;2;61548;994;5;23227;0;2957;6;1926
4;Tartu maakond;TARTU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;3752;2103;2657;45;9;96187;1750;8;61548;1640;3;300;0;66;73;103012
4;Tartu maakond;TARTU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1259;2103;1688;155;12;96187;2437;7;61548;1400;15;58725;0;-7854;31;13536
4;Tartu maakond;TARTU VALD;MUUD TEENINDAVAD TEGEVUSED;1225;2103;1454;151;30;96187;4523;25;61548;3748;20;62914;0;4041;55;25403
4;Tartu maakond;TARTU VALD;Tegevusala määramata;;2103;1597;2;;96187;11;;61548;9;0;0;0;0;;
4;Valga maakond;OTEPÄÄ VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1354;2103;1574;135;54;96187;4009;44;61548;2746;84;965742;0;-21404;160;100039
4;Valga maakond;OTEPÄÄ VALD;MÄETÖÖSTUS;1075;2103;2238;7;4;96187;136;3;61548;100;4;11772;0;1260;4;1468
4;Valga maakond;OTEPÄÄ VALD;TÖÖTLEV TÖÖSTUS;2233;2103;1878;87;39;96187;7267;30;61548;5637;48;10386921;46702;1371353;574;659679
4;Valga maakond;OTEPÄÄ VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1420;2103;4194;40;8;96187;675;4;61548;175;10;166781;0;11100;15;9015
4;Valga maakond;OTEPÄÄ VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;2103;1835;1;;96187;264;;61548;211;0;0;0;0;;
4;Valga maakond;OTEPÄÄ VALD;EHITUS;2874;2103;1782;133;78;96187;12038;61;61548;8986;88;11763196;0;-27224;284;426143
4;Valga maakond;OTEPÄÄ VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1293;2103;1762;111;62;96187;16741;45;61548;10886;68;3208722;487448;133126;149;77694
4;Valga maakond;OTEPÄÄ VALD;VEONDUS JA LAONDUS;1442;2103;1985;38;18;96187;5418;11;61548;4017;19;307430;0;-27868;29;16491
4;Valga maakond;OTEPÄÄ VALD;MAJUTUS JA TOITLUSTUS;1117;2103;1315;89;37;96187;3261;22;61548;2426;44;281158;0;-31054;118;51026
4;Valga maakond;OTEPÄÄ VALD;INFO JA SIDE;1571;2103;3609;32;11;96187;8194;7;61548;3524;14;17046;0;179;9;3974
4;Valga maakond;OTEPÄÄ VALD;FINANTS- JA KINDLUSTUSTEGEVUS;650;2103;3416;26;2;96187;1090;1;61548;735;5;55580;0;11296;1;184
4;Valga maakond;OTEPÄÄ VALD;KINNISVARAALANE TEGEVUS;1195;2103;1583;68;21;96187;7045;12;61548;2942;27;257564;0;15125;14;6459
4;Valga maakond;OTEPÄÄ VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1336;2103;2455;113;38;96187;14547;28;61548;8075;38;239355;0;2204;39;16325
4;Valga maakond;OTEPÄÄ VALD;HALDUS- JA ABITEGEVUSED;1285;2103;1852;72;27;96187;5330;17;61548;3297;32;174563;2109;5283;43;21009
4;Valga maakond;OTEPÄÄ VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2055;2103;2178;3;;96187;;;61548;;0;0;0;0;305;239361
4;Valga maakond;OTEPÄÄ VALD;HARIDUS;;2103;2294;32;2;96187;1451;;61548;994;3;8823;0;1300;;
4;Valga maakond;OTEPÄÄ VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2722;2103;2657;22;11;96187;1750;9;61548;1640;2;63434;0;286;105;84274
4;Valga maakond;OTEPÄÄ VALD;KUNST, MEELELAHUTUS JA VABA AEG;1402;2103;1688;126;18;96187;2437;11;61548;1400;21;288665;0;-39994;128;80459
4;Valga maakond;OTEPÄÄ VALD;MUUD TEENINDAVAD TEGEVUSED;1475;2103;1454;109;19;96187;4523;17;61548;3748;8;260696;0;16199;99;62135
4;Valga maakond;OTEPÄÄ VALD;Tegevusala määramata;;2103;1597;6;;96187;11;;61548;9;0;0;0;0;;
4;Valga maakond;TÕRVA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1509;2103;1574;138;56;96187;4009;39;61548;2746;80;2112215;0;-78302;146;97798
4;Valga maakond;TÕRVA VALD;TÖÖTLEV TÖÖSTUS;1362;2103;1878;66;33;96187;7267;22;61548;5637;41;4729988;1203632;-256457;421;272608
4;Valga maakond;TÕRVA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;;2103;4194;6;3;96187;675;;61548;175;4;6895;0;-2839;;
4;Valga maakond;TÕRVA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1601;2103;1835;3;2;96187;264;2;61548;211;2;62848;0;3720;6;5245
4;Valga maakond;TÕRVA VALD;EHITUS;1231;2103;1782;96;46;96187;12038;34;61548;8986;48;673435;0;-33057;96;55552
4;Valga maakond;TÕRVA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1541;2103;1762;105;45;96187;16741;27;61548;10886;53;4230120;0;79974;242;179289
4;Valga maakond;TÕRVA VALD;VEONDUS JA LAONDUS;5099;2103;1985;24;10;96187;5418;7;61548;4017;14;324352;0;17676;27;12967
4;Valga maakond;TÕRVA VALD;MAJUTUS JA TOITLUSTUS;1089;2103;1315;32;17;96187;3261;9;61548;2426;22;407074;0;-24299;72;27702
4;Valga maakond;TÕRVA VALD;INFO JA SIDE;4167;2103;3609;14;2;96187;8194;1;61548;3524;6;16184;0;-13;1;1889
4;Valga maakond;TÕRVA VALD;KINNISVARAALANE TEGEVUS;1125;2103;1583;49;20;96187;7045;9;61548;2942;24;326690;0;-17318;13;8436
4;Valga maakond;TÕRVA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1587;2103;2455;81;29;96187;14547;24;61548;8075;25;161569;0;21498;37;19142
4;Valga maakond;TÕRVA VALD;HALDUS- JA ABITEGEVUSED;882;2103;1852;36;14;96187;5330;10;61548;3297;14;84593;0;-3259;32;11067
4;Valga maakond;TÕRVA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2866;2103;2178;1;;96187;;;61548;;0;0;0;0;246;216090
4;Valga maakond;TÕRVA VALD;HARIDUS;1450;2103;2294;27;4;96187;1451;1;61548;994;3;11755;0;-696;1;269
4;Valga maakond;TÕRVA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1492;2103;2657;21;6;96187;1750;6;61548;1640;1;7598;0;-274;98;51968
4;Valga maakond;TÕRVA VALD;KUNST, MEELELAHUTUS JA VABA AEG;820;2103;1688;79;6;96187;2437;5;61548;1400;9;94605;0;5044;28;9358
4;Valga maakond;TÕRVA VALD;MUUD TEENINDAVAD TEGEVUSED;1022;2103;1454;86;18;96187;4523;17;61548;3748;7;15644;0;502;25;8183
4;Valga maakond;TÕRVA VALD;Tegevusala määramata;;2103;1597;2;;96187;11;;61548;9;0;0;0;0;;
4;Valga maakond;VALGA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1340;2103;1574;175;71;96187;4009;51;61548;2746;106;2717989;0;158053;219;135627
4;Valga maakond;VALGA VALD;MÄETÖÖSTUS;1924;2103;2238;2;2;96187;136;2;61548;100;2;84904;0;-5346;5;5057
4;Valga maakond;VALGA VALD;TÖÖTLEV TÖÖSTUS;1462;2103;1878;100;52;96187;7267;45;61548;5637;57;13983817;1197082;527228;947;677484
4;Valga maakond;VALGA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1170;2103;1835;3;3;96187;264;3;61548;211;3;408894;0;30466;45;23301
4;Valga maakond;VALGA VALD;EHITUS;1317;2103;1782;192;81;96187;12038;59;61548;8986;104;1168278;0;3101;190;111023
4;Valga maakond;VALGA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1446;2103;1762;241;105;96187;16741;74;61548;10886;138;6341059;67991;597836;272;172863
4;Valga maakond;VALGA VALD;VEONDUS JA LAONDUS;1020;2103;1985;72;36;96187;5418;25;61548;4017;36;1287401;0;10607;115;40994
4;Valga maakond;VALGA VALD;MAJUTUS JA TOITLUSTUS;963;2103;1315;37;15;96187;3261;15;61548;2426;17;208725;0;15768;57;21414
4;Valga maakond;VALGA VALD;INFO JA SIDE;1515;2103;3609;49;18;96187;8194;7;61548;3524;21;66169;0;8896;19;11913
4;Valga maakond;VALGA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;;2103;3416;16;;96187;1090;;61548;735;1;0;0;0;;
4;Valga maakond;VALGA VALD;KINNISVARAALANE TEGEVUS;903;2103;1583;88;26;96187;7045;13;61548;2942;31;224857;0;22042;18;4689
4;Valga maakond;VALGA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1534;2103;2455;134;39;96187;14547;29;61548;8075;34;218822;0;25283;67;46281
4;Valga maakond;VALGA VALD;HALDUS- JA ABITEGEVUSED;1103;2103;1852;101;29;96187;5330;19;61548;3297;33;301871;0;11210;48;20707
4;Valga maakond;VALGA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1516;2103;2178;2;;96187;;;61548;;1;1686;0;-660;659;488859
4;Valga maakond;VALGA VALD;HARIDUS;1970;2103;2294;57;6;96187;1451;3;61548;994;9;86869;0;11423;129;115425
4;Valga maakond;VALGA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2097;2103;2657;31;9;96187;1750;9;61548;1640;3;1747186;0;1715;481;389987
