Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
12728942;LOSSI DISAIN OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Saare ( Saaremaa vald );;;;1
12728988;OÜ NUMERIC TECHNOLOGIES;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );100;0;;1
12729083;MERY BEET;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Järva ( Paide linn );;;0;
12729108;OÜ KADARAMM;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );5,02;0;47,5;
12729114;BLUEPOND OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );1842,19;1554,86;23200,88;1
12729137;GLAMOUR HAIRSTYLE OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Jõgeva ( Põltsamaa vald );14,24;16,14;;1
12729159;TAGPRESS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );854,43;0;6087,5;
12729189;JJK FOREST OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );16574,13;4285,16;0;3
12729232;IT PREMIUM OÜ;Äriühing;ei;INFO JA SIDE;Harju ( Tallinn );618,92;701,44;;1
12729309;OÜ SUHKRUTOLM;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Tartu ( Luunja vald );857,57;904,87;;
12729338;ENEL GROUP OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );8009,12;8530,17;12264,64;3
12729367;TRADEMILL OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );860,68;107,13;4053,04;
12729373;KODUKONTOR OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Rapla ( Rapla vald );1570,04;589,96;10803,28;
12729396;REHVISTOP OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );3789,43;2368,71;34599,2;2
12729410;KÜPSETUSKOJAD OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Lääne-Viru ( Kadrina vald );52541,97;40477,68;228455,78;28
12729427;TRÜKITEHAS OÜ;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Rapla ( Kehtna vald );1431,44;1431,44;;
12729442;BELMENTOR OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Saarde vald );78,3;0;16550,82;
12729507;OÜ KARROLAND;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Pärnu ( Põhja-Pärnumaa vald );68,9;0;0;
12729516;VIGURITE MAAILM OÜ;Äriühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );719,98;732,15;;1
12729634;GUVANA DISAIN OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Maardu linn );1080,61;1135,66;;1
12729657;PROFITTAX OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );3506,16;2470,98;11442,53;2
12729663;OÜ RUMEELIA;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Viimsi vald );49635,34;24351,07;34500;2
12729686;OÜ ALLIANCE TÕLKEBÜROO;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;;1
12729692;MMJS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1060,55;939;70;1
12729723;ALFAREK, OÜ;Äriühing;ei;EHITUS;Harju ( Tallinn );32271,99;18656,58;;
12729775;OÜ LUNAX-S;Äriühing;ei;MAJUTUS JA TOITLUSTUS;Ida-Viru ( Narva linn );33,92;0;;
12729781;TUND TOOMASEGA OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Lääneranna vald );;;480,43;
12729835;LIIVO HDD SERVICES OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Viljandi ( Viljandi vald );1984,21;2109,53;;2
12729858;TAVIRMETS OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Võru vald );2476,29;2221,49;11954,6;
12729864;FITBOOK OÜ;Äriühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Jõgeva ( Jõgeva vald );;;;1
12729918;RULLI TALU OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Viljandi ( Põhja-Sakala vald );7316,18;10303,98;142100;3
12729976;MV VEOD OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Võru ( Rõuge vald );0;0;2597,68;
12729999;ASPEKT-A OÜ;Äriühing;ei;HARIDUS;Harju ( Tallinn );1032,86;1084,68;;
12730040;OÜ NOUHAU;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Rae vald );32,88;0;603,48;
12730092;MOODULBYGG OÜ;Äriühing;jah;EHITUS;Tartu ( Kambja vald );0;2088;7117;2
12730100;AGRI WORLD TRADING OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );1442,29;1558,34;59713,19;5
12730123;DISAIN JA SEIN OÜ;Äriühing;ei;EHITUS;Harju ( Raasiku vald );780,45;780,45;;1
12730130;AGRIHUB INNOVATIONS MAARAHVAS OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
12730146;A.K. TRANSACTIONS OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );;;4765,54;
12730152;MARISETT RAAMATUPIDAMISTEENUSED OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Saku vald );9554,19;3070,73;18182;2
12730181;BESTRENT OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );1902,18;825,65;0;1
12730206;PAREM KOLM OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Kuusalu vald );1319,13;0;10383,13;1
12730212;FIXFILLER OÜ;Äriühing;jah;EHITUS;Rapla ( Rapla vald );204,33;0;9665,07;1
12730229;FOOD MARIS TRADE OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );;;0;1
12730241;ENERGOPRO ESTONIA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
12730347;MEZOMED OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Ida-Viru ( Narva linn );49,5;53,1;;1
12730360;OÜ 4BALANCE;Äriühing;ei;HARIDUS;Harju ( Kose vald );;;;1
12730376;LIGHTROOM OÜ;Äriühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Viimsi vald );2828,11;0;36496,31;
12730382;HE ARTWORK OÜ;Äriühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );957,01;1008,02;;
12730413;ROMTEM OÜ;Äriühing;jah;EHITUS;Põlva ( Põlva vald );3545,18;1576,26;11852,5;
12730436;BSOD TECH OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );;;261220;
12730465;KOHVILÄHKER OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Hiiu ( Hiiumaa vald );731,66;0;7603,11;
12730488;TOMPSON EHITUS OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );40388,09;28564,6;278088,15;12
12730494;AIANAUT OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;0;1
12730502;OÜ JOSKA;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Häädemeeste vald );;;0;
12730519;BAURES, OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );0;0;0;
12730548;PRIMIT24 OÜ;Äriühing;jah;EHITUS;;389,45;0;5085;1
12730560;GASOIL ESTONIA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );0;1184,55;204424,06;2
12730577;ROYALJELLY OÜ;Äriühing;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Jõelähtme vald );;;;1
12730583;SMARTKODU OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );34,54;0;;
12730643;WESTOM GRUPP OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Lääne-Viru ( Rakvere linn );1833,23;1560,9;35570;2
12730666;PROFITTAX ADVICE OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1800,16;36,06;;
12730695;ECO TUOTE OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Tartu vald );;;8608,2;
12730749;BEAUTYBOX OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Rae vald );741,93;802,86;;1
12730778;DIGITURUNDUS OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );2718,11;1236,43;7473,13;1
12730790;MAJAKAJA OÜ;Äriühing;ei;INFO JA SIDE;Harju ( Tallinn );21,88;0;;
12730867;COASTMET OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Lääne-Viru ( Haljala vald );2062,24;1352,92;13609,16;2
12730896;AUTSER OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Saue vald );71,56;0;590,17;
12730904;ANDSTE OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1071,6;1111,6;103,28;
12730910;RENHET OÜ;Äriühing;jah;EHITUS;Lääne-Viru ( Kadrina vald );4558,83;1264,45;16713,18;2
12730956;OÜ BEAUTY BREAK;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Lääne-Viru ( Väike-Maarja vald );441,16;473,09;;1
12730979;FUKS KINNISVARA OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;;40,55;0;;
12731105;HERJE FÜSIOTERAAPIA OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Tartu ( Tartu linn );863,03;968,25;;1
12731128;DATAISM OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );9213,93;6700,28;12572,5;2
12731134;LINQUS PARTNERS OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );125;0;66,93;
12731170;HR LINK OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Jõelähtme vald );3364,88;3132;37438,15;1
12731223;NDNF OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;243400;
12731234;OÜ SÕNASEADJA;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );8955,63;995,44;10926;
12731370;BALTIC GLORY OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );;;0;
12731401;WH-LOGISTICS OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );2609,18;1193,41;68225,8;1
12731424;TRANSPORDIREMONT OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );20408,74;8156,5;168066,29;11
12731513;OÜ PH PRODUKTSIOON;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );621,15;160;4450;
12731565;WEMBERG OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Tartu ( Luunja vald );514,32;574,52;;1
12731571;TOMMY GARAAŽ OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Põlva ( Põlva vald );;;0;
12731588;AINA LOMALLA OÜ;Äriühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Rae vald );;;;1
12731594;CRISTI LIIVLA SALONG OÜ;Äriühing;jah;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );1985,73;1046,08;9686,11;1
12731683;OPES INVEST OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );958,19;444,05;1112,22;
12731737;OÜ GEMIX SERVIS;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva linn );;;4171,92;1
12731757;KABERNEEME MARINA OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Jõelähtme vald );334,21;0;202,17;
12731811;TORRENS CAPITAL OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1524,94;0;12600,24;
12731832;RAIDOWAY OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Saue vald );6144,66;3383,52;15922,68;1
12731861;DREMESTER OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne ( Lääne-Nigula vald );5434,45;2293,85;25700;1
12731921;STAR CLOUD OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );86626,85;63454,29;711743,64;15
12731967;COUNTRY INVEST OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );;;0;
12731973;CANAVARA OÜ;Äriühing;jah;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );;;0;
12731996;INSERVOLT OÜ;Äriühing;jah;EHITUS;Valga ( Otepää vald );36798,17;7333,87;461977,93;2
12732004;MK FOTO OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Tori vald );1023,36;1019,7;;1
12732010;SMOKEY ENTERPRISES OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );32646,4;3850,8;0;
12732044;HBP KOOLITUS OÜ;Äriühing;jah;HARIDUS;Pärnu ( Häädemeeste vald );5046,11;1169,26;20522,77;1
12732056;JM SERVICE OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );;;0;
12732085;VESI JA SOOJUS OÜ;Äriühing;jah;EHITUS;Harju ( Saue vald );7458,1;4262,4;33079,09;2
12732139;ÕNNELEID LIIKLUSKOOL OÜ;Äriühing;jah;HARIDUS;Tartu ( Tartu linn );1236,53;1088,86;9980,59;1
12732145;UTTI OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Jõelähtme vald );;;464;
12732168;BALTIC VALGUST OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );2,42;0;12,3;
12732174;NATALIA TŠERDAK;FIE;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );59,89;0;276,8;
12732180;SAAR INVESTMENTS GROUP OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );845,69;0;9043,07;
12732197;TEHPACK OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );135359,57;36847,41;938511,72;8
12732205;DELTA ADVISORY OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );;;0;
12732292;HANTO PAIGALDUS OÜ;Äriühing;jah;EHITUS;Harju ( Harku vald );3017,38;2278,62;7949;2
12732369;ONLINE LEADS ESTONIA OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;0;
12732381;ANTERME OÜ;Äriühing;jah;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );1041,18;780,45;3479,51;1
12732398;DEVSTICK OÜ;Äriühing;jah;INFO JA SIDE;Lääne ( Haapsalu linn );7668,82;2655,01;25725;1
12732412;AFV PROJEKT OSAÜHING;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Ida-Viru ( Narva linn );4102,47;1999,77;41457,73;
12732429;INVESTOR X OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );679,93;0;11347,66;
12732435;LIDO MUSTAMÄE OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Tallinn );93577,05;45512,05;530633,64;25
12732501;ELMAVA OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Anija vald );;;0;
12732518;IRAHA PAYMENTS AS;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );0;0;13366,63;
12732524;TPMM INVESTEERINGUD OSAÜHING;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Viljandi ( Viljandi linn );208,09;0;;
12732530;DISKOR OÜ;Äriühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Tartu ( Tartu linn );0;0;5450;
12732547;KOSTIANTYN POLIICHUK;FIE;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Kambja vald );;;0;
12732582;PEETSMAN OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Tartu ( Nõo vald );0;3612,54;59871;1
12732621;PROFIIT OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );0;0;4528;
12732694;OSAÜHING HOME TECHNOLOGY;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Lääne-Viru ( Vinni vald );100;0;;
12732719;AMC COOKWARE NORDIC OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
12732731;TAIDUR OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1836,78;1134,34;3939;1
12732760;TO RAAMATUPIDAMINE OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );427,46;306,9;;1
12732808;SST TEED OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );100;0;;
12732820;UNIQUE GRUPP OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Ida-Viru ( Narva linn );338,98;347,5;;1
12732872;AUSKONSULT OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Lääne-Harju vald );1535,56;1046,08;9794,86;1
12732915;MARKETOR, OÜ;Äriühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Jõelähtme vald );;;0;
12732932;PERIT MUUGA OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );2358,3;2463,83;897,54;3
12732955;FRESH CO OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );85,96;0;;
12733009;MELANDIA OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );201,67;207,55;;1
12733044;DENTAL ZOOM OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Tartu ( Tartu linn );10555,91;11420,58;;2
12733073;LL&KS GRUPP OÜ;Äriühing;jah;EHITUS;Jõgeva ( Jõgeva vald );13294,96;9678,27;29962,35;3
12733096;MUHETALU OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Kohila vald );;;;2
12733110;AMPLER BIKES OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );221770,91;184049,39;840485,03;44
12733133;NÕMMEHALDJAD OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );780,12;749,1;;1
12733148;OÜ SAMETRIIN;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );445,11;207,29;;
12733156;ANARIN OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );15942,86;8962,15;72958,27;6
12733185;STIILIKONSUL OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1895,87;1084,76;7823;1
12733191;ACCUMAR OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Rae vald );11211,99;1743,35;24415,23;1
12733251;HELI KONTOR OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );697;754,2;;1
12733377;MARKALIN OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;0;
12733431;LITTLE ROCK ADVISORY OÜ;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Harju ( Tallinn );3627,89;1213,68;13124;
12733469;KOLMKOLM OSAÜHING;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );6687,2;1499,06;25101,3;1
12733535;OÜ MAARJAMAA INVESTEERINGUD;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );13,96;0;;
12733541;INGA INTER OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );;;0;
12733618;PROCENTUM OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );807,4;847,4;;
12733676;EMRAM BALTICS OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Saue vald );2882,56;1928,2;4875;1
12733682;SALTMINE OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );393,07;238,68;0;
12733759;HEPEX OÜ;Äriühing;jah;EHITUS;Harju ( Viimsi vald );27697,14;14494,05;194225,79;8
